detected 1719 touch events 09:30-12:00 ET

     time     level       appr def        px |   wall     l3    gap iceN  iceCF |     cvd  cvd60  tBuy tSell |    up+    dn-    net
 09:41:10       POC from_below ask  30449.50 |     23     22      1    0      0 |   -2221    -27   106    88 |   91.0  -58.5  37.75
 09:41:10       POC from_below ask  30450.25 |      8      6      2    0      0 |   -2218    -25   117    95 |  90.25 -59.25   37.0
 09:41:22     onVAH from_below ask  30478.75 |     30     25      5    0      0 |   -2087    195     6     0 |  61.75 -87.75  19.75
 09:41:23     onVAH from_below ask  30478.75 |      0      0      0    0      0 |   -2089    193     7     0 |  61.75 -87.75  21.25
 09:41:23     onVAH from_below ask  30478.50 |      0      0      0    0      0 |   -2000    282    17     0 |   62.0  -87.5   21.5
 09:41:23     onVAH from_below ask  30479.25 |      0      0      0    0      0 |   -2000    282    17     0 |  61.25 -88.25  20.75
 09:41:23     onVAH from_below ask  30479.00 |      0      0      0    0      0 |   -1978    304    34     0 |   61.5  -88.0   21.0
 09:41:23     onVAH from_below ask  30479.50 |      0      0      0    0      0 |   -1997    285    34     9 |   61.0  -88.5   20.5
 09:41:23     onVAH from_below ask  30479.25 |      0      0      0    0      0 |   -1997    285    34     9 |  61.25 -88.25  20.75
 09:41:23     onVAH from_above bid  30479.00 |     15     15      0    0      0 |   -1997    285    34     9 |   61.5  -88.0   21.0
 09:41:23     onVAH from_below ask  30478.75 |      8      7      1    0      0 |   -1989    397    42    13 |  61.75 -87.75  21.25
 09:41:25     onVAH from_above bid  30479.50 |     10     10      0    0      0 |   -1997    388    44    22 |   61.0  -88.5   19.5
 09:41:25     onVAH from_above bid  30479.50 |      8      9      0    0      0 |   -1990    426    49    26 |   61.0  -88.5  15.75
 09:41:26     onVAH from_above bid  30479.25 |      7      7      0    0      0 |   -1990    436    50    31 |  61.25 -88.25  17.75
 09:41:29     onVAH from_below ask  30479.00 |      5      4      1    0      0 |   -1994    418    53    32 |   61.5  -88.0   26.5
 09:41:29     onVAH from_below ask  30478.50 |      8      7      1    0      0 |   -1993    419    64    40 |   62.0  -87.5   25.0
 09:41:31     onVAH from_below ask  30478.50 |     26     26      0    0      0 |   -2090    321    70    41 |   62.0  -87.5  25.75
 09:41:31     onVAH from_below ask  30479.25 |     26     26      0    0      0 |   -2118    293    70    51 |  61.25 -88.25   25.0
 09:41:31     onVAH from_below ask  30479.00 |     26     26      0    0      0 |   -2118    293    70    51 |   61.5  -88.0  25.25
 09:41:55       POC from_above bid  30450.50 |     14      8      6    0      0 |   -2200     50     0     7 |   90.0  -59.5  41.25
 09:41:55       POC from_above bid  30450.25 |      3      0      3    0      0 |   -2217     32     0    15 |  90.25 -59.25   41.5
 09:41:56       POC from_above bid  30450.00 |     12     11      1    0      0 |   -2217     53     1    20 |   90.5  -59.0  39.25
 09:41:57       POC from_below ask  30449.75 |     10     12      0    0      0 |   -2225     39    18    37 |  90.75 -58.75   34.5
 09:42:01       POC from_above bid  30450.00 |      7      9      0    0      0 |   -2238    -10    18    43 |   90.5  -59.0  34.75
 09:42:02       POC from_above bid  30450.50 |     18     18      0    0      0 |   -2225      0    31    50 |   90.0  -59.5   38.0
 09:42:07       POC from_below ask  30450.00 |      3      4      0    0      0 |   -2306    -84    40    52 |   90.5  -59.0   48.0
 09:42:09       POC from_below ask  30450.25 |      6      7      0    0      0 |   -2290    -68    42    52 |  90.25 -59.25   46.0
 09:42:23       POC from_above bid  30450.50 |     14      9      5    0      0 |   -2286   -192    42    65 |   90.0  -59.5  54.25
 09:42:25       POC from_above bid  30450.00 |      7      6      1    0      0 |   -2282   -299    50    77 |   90.5  -59.0   53.5
 09:42:27       POC from_below ask  30450.00 |      1      2      0    0      0 |   -2303   -315    53    57 |   90.5  -59.0  53.75
 09:42:27       POC from_above bid  30450.00 |      4      4      0    0      0 |   -2304   -316    48    51 |   90.5  -59.0  53.75
 09:43:01     onVAH from_below ask  30478.50 |     10     11      0    0      0 |   -2165     54     4     0 |   62.0  -87.5  29.75
 09:43:02     onVAH from_above bid  30479.00 |     11      9      2    0      0 |   -2154     65     8     1 |   61.5  -88.0  29.25
 09:43:03     onVAH from_below ask  30479.00 |      6      4      2    0      0 |   -2134     91    19     4 |   61.5  -88.0   28.0
 09:43:04     onVAH from_below ask  30479.00 |     16     15      1    0      0 |   -2121    125    20     5 |   61.5  -88.0   31.5
 09:43:05     onVAH from_below ask  30478.75 |     20     20      0    0      0 |   -2101    209    48    12 |  61.75 -87.75  29.25
 09:43:05     onVAH from_below ask  30479.00 |     20     20      0    0      0 |   -2101    209    48    12 |   61.5  -88.0   29.0
 09:43:05     onVAH from_below ask  30478.75 |     14     15      0    0      0 |   -2101    210    49    12 |  61.75 -87.75  27.25
 09:43:11     onVAH from_below ask  30478.75 |      7      7      0    0      0 |   -2092    184    63    12 |  61.75 -87.75   24.5
 09:43:11     onVAH from_below ask  30478.75 |      8     11      0    0      0 |   -2091    183    69    13 |  61.75 -87.75  28.25
 09:43:12     onVAH from_below ask  30478.75 |     18     15      3    0      0 |   -2084    190    75    16 |  61.75 -87.75  28.25
 09:43:12     onVAH from_below ask  30479.50 |     18     15      3    0      0 |   -2084    190    75    16 |   61.0  -88.5   27.5
 09:43:12     onVAH from_below ask  30479.25 |     18     15      3    0      0 |   -2084    190    75    16 |  61.25 -88.25  27.75
 09:43:12     onVAH from_below ask  30478.50 |     18     18      0    0      0 |   -2094    180    75    20 |   62.0  -87.5   28.5
 09:43:30       POC from_above bid  30450.50 |     14     13      1    0      0 |   -2218     76     0     5 |   90.0  -59.5   61.0
 09:44:27   HP/DDup from_above bid  30403.75 |     10     10      0    0      0 |   -2664   -468     2    12 | 136.75 -12.75  104.0
 09:44:27   HP/DDup from_below ask  30403.50 |      0      0      0    0      0 |   -2664   -468     2    12 |  137.0  -12.5 104.25
 09:44:27   HP/DDup from_above bid  30403.25 |     10     10      0    0      0 |   -2713   -517     2    19 | 137.25 -12.25  104.5
 09:44:27   HP/DDup from_below ask  30404.00 |      0      0      0    0      0 |   -2713   -517     2    19 |  136.5  -13.0 103.75
 09:44:27   HP/DDup from_above bid  30403.75 |     11     11      0    0      0 |   -2726   -530     2    25 | 136.75 -12.75 103.25
 09:44:27   HP/DDup from_above bid  30404.00 |     11     11      0    0      0 |   -2726   -530     2    25 |  136.5  -13.0  103.0
 09:44:30   HP/DDup from_above bid  30404.00 |     12     10      2    0      0 |   -2749   -549     2    36 |  136.5  -13.0 108.75
 09:44:30   HP/DDup from_above bid  30403.25 |     12     11      1    0      0 |   -2761   -559    10    42 | 137.25 -12.25  109.5
 09:44:30   HP/DDup from_above bid  30403.50 |     12     11      1    0      0 |   -2761   -559    10    42 |  137.0  -12.5 109.25
 09:44:30   HP/DDup from_below ask  30403.75 |      0      0      0    0      0 |   -2761   -559    10    42 | 136.75 -12.75  109.0
 09:44:30   HP/DDup from_above bid  30403.25 |     12     11      1    0      0 |   -2761   -559    10    42 | 137.25 -12.25  109.5
 09:44:32   HP/DDup from_above bid  30404.00 |      6      4      2    0      0 |   -2760   -521    11    42 |  136.5  -13.0  108.0
 09:44:32   HP/DDup from_above bid  30403.50 |      9      9      0    0      0 |   -2762   -515    18    46 |  137.0  -12.5  108.0
 09:44:33     onPOC from_above bid  30400.50 |     47     47      0    0      0 |   -2785   -488     0    31 |  140.0   -9.5  109.0
 09:44:33   HP/DDup from_below ask  30403.75 |     10      9      1    0      0 |   -2790   -493    24    57 | 136.75 -12.75  105.5
 09:44:35   HP/DDup from_above bid  30404.00 |      8      5      3    0      0 |   -2771   -469    42    68 |  136.5  -13.0 112.25
 09:44:35   HP/DDup from_below ask  30403.25 |      8     10      0    0      0 |   -2776   -474    57    81 | 137.25 -12.25  110.0
 09:44:36   HP/DDup from_above bid  30403.50 |     10      1      9    0      0 |   -2769   -467    81    99 |  137.0  -12.5 108.25
 09:44:36   HP/DDup from_above bid  30403.25 |     10     10      0    0      0 |   -2889   -587    91   110 | 137.25 -12.25  108.5
 09:44:36   HP/DDup from_above bid  30404.00 |     10     10      0    0      0 |   -2889   -587    91   110 |  136.5  -13.0 107.75
 09:44:36   HP/DDup from_above bid  30403.75 |     10     10      0    0      0 |   -2889   -587    91   110 | 136.75 -12.75  108.0
 09:44:36   HP/DDup from_below ask  30403.50 |      0      0      0    0      0 |   -2889   -587    91   110 |  137.0  -12.5 108.25
 09:44:36     onPOC from_above bid  30400.50 |     11     11      0    0      0 |   -2889   -587     2   121 |  140.0   -9.5 111.25
 09:44:36   HP/DDup from_above bid  30403.25 |     10     10      0    0      0 |   -2889   -587    91   110 | 137.25 -12.25  108.5
 09:44:36     onPOC from_above bid  30400.25 |     11     11      0    0      0 |   -2889   -587     2   121 | 140.25  -9.25  111.5
 09:44:36     onPOC from_above bid  30400.00 |     11     11      0    0      0 |   -2889   -587     2   121 |  140.5   -9.0 111.75
 09:44:43   HP/DDup from_above bid  30404.00 |     16     17      0    0      0 |   -2825   -409    91   113 |  136.5  -13.0  116.5
 09:44:47   HP/DDup from_below ask  30403.25 |     11     11      0    0      0 |   -2844   -413    98   139 | 137.25 -12.25 118.25
 09:44:50   HP/DDup from_above bid  30404.00 |      0      0      0    0      0 |   -2836   -426   106   140 |  136.5  -13.0 121.25
 09:44:50     onPOC from_above bid  30400.25 |     10     10      0    0      0 |   -2845   -435     3   130 | 140.25  -9.25  125.0
 09:44:50     onPOC from_below ask  30399.75 |      0      0      0    0      0 |   -2837   -423     4   130 | 140.75  -8.75  124.5
 09:44:50   HP/DDup from_below ask  30403.75 |     10     10      0    0      0 |   -2848   -434   115   143 | 136.75 -12.75  120.5
 09:44:50     onPOC from_below ask  30399.50 |      0      0      0    0      0 |   -2848   -434    15   140 |  141.0   -8.5 124.75
 09:44:50   HP/DDup from_below ask  30403.50 |     10     10      0    0      0 |   -2848   -434   115   143 |  137.0  -12.5 120.75
 09:44:50     onPOC from_below ask  30400.25 |      0      0      0    0      0 |   -2848   -434    15   140 | 140.25  -9.25  124.0
 09:44:50   HP/DDup from_below ask  30403.25 |     10     10      0    0      0 |   -2848   -434   115   143 | 137.25 -12.25  121.0
 09:44:50     onPOC from_above bid  30400.00 |     22     22      0    0      0 |   -2848   -434    15   140 |  140.5   -9.0 124.25
 09:44:50     onPOC from_above bid  30399.75 |     22     22      0    0      0 |   -2848   -434    15   140 | 140.75  -8.75  124.5
 09:44:50     onPOC from_above bid  30399.50 |     22     22      0    0      0 |   -2848   -434    15   140 |  141.0   -8.5 124.75
 09:44:50     onPOC from_below ask  30400.00 |      0      0      0    0      0 |   -2863   -449    15   142 |  140.5   -9.0 124.25
 09:44:50   HP/DDup from_below ask  30403.25 |     14     13      1    0      0 |   -2865   -452   116   149 | 137.25 -12.25 122.75
 09:44:51     onPOC from_above bid  30400.25 |     10     10      0    0      0 |   -2866   -439    15   143 | 140.25  -9.25 125.75
 09:44:51   HP/DDup from_below ask  30403.25 |     16      8      8    0      0 |   -2854   -417   124   144 | 137.25 -12.25 125.25
 09:44:53     onPOC from_below ask  30399.50 |     13     12      1    0      0 |   -2860   -415    20   147 |  141.0   -8.5  129.0
 09:44:57     onPOC from_above bid  30399.75 |     17      8      9    0      0 |   -2879   -429    46   150 | 140.75   -6.5 118.75
 09:44:57     onPOC from_above bid  30400.00 |     17      8      9    0      0 |   -2879   -429    46   150 |  140.5  -6.75  118.5
 09:44:57     onPOC from_above bid  30400.50 |     17     17      0    0      0 |   -2886   -436    46   157 |  140.0  -7.25  118.0
 09:44:57   HP/DDup from_below ask  30403.75 |     21     15      6    0      0 |   -2839   -391   133   127 | 136.75  -10.5 114.75
 09:44:57     onPOC from_above bid  30399.75 |      1      1      0    0      0 |   -2839   -391    64   152 | 140.75   -6.5 118.75
 09:44:57   HP/DDup from_below ask  30403.50 |     21     15      6    0      0 |   -2839   -391   133   127 |  137.0 -10.25  115.0
 09:44:57     onPOC from_above bid  30400.50 |      1      1      0    0      0 |   -2839   -391    64   152 |  140.0  -7.25  118.0
 09:44:57     onPOC from_above bid  30400.25 |      1      1      0    0      0 |   -2839   -391    64   152 | 140.25   -7.0 118.25
 09:44:57   HP/DDup from_below ask  30404.00 |     21     15      6    0      0 |   -2839   -391   133   127 |  136.5 -10.75  114.5
 09:44:57     onPOC from_above bid  30400.00 |      1      1      0    0      0 |   -2839   -391    64   152 |  140.5  -6.75  118.5
 09:44:57   HP/DDup from_below ask  30403.75 |     21     21      0    0      0 |   -2875   -427   133   135 | 136.75  -10.5 114.75
 09:44:57     onPOC from_above bid  30399.75 |      1      1      0    0      0 |   -2875   -427    64   160 | 140.75   -6.5 118.75
 09:44:57     onPOC from_above bid  30400.50 |      1      1      0    0      0 |   -2875   -427    64   160 |  140.0  -7.25  118.0
 09:44:57     onPOC from_below ask  30399.50 |      8      8      0    0      0 |   -2875   -427    64   160 |  141.0  -6.25  119.0
 09:44:57   HP/DDup from_below ask  30404.00 |     21     21      0    0      0 |   -2920   -472   133   143 |  136.5 -10.75  114.5
 09:44:57     onPOC from_above bid  30400.00 |      1      1      0    0      0 |   -2920   -472    64   174 |  140.5  -6.75  118.5
 09:44:57     onPOC from_below ask  30400.00 |     10     10      0    0      0 |   -2918   -465    66   174 |  140.5   -0.5 115.25
 09:45:00     onPOC from_above bid  30400.50 |      8      8      0    0      0 |   -2914   -444    71   179 |  140.0    0.0 113.75
 09:45:00   HP/DDup from_below ask  30403.50 |      6      6      0    0      0 |   -2913   -444   130   127 |  137.0   -1.5 110.75
 09:45:21       POC from_below ask  30449.50 |     13     15      0    0      0 |   -2796   -135     4     0 |   91.0  -46.5  71.25
 09:45:22       POC from_below ask  30449.50 |     15     14      1    0      0 |   -2795   -153    10     0 |   91.0  -46.5  71.25
 09:45:22       POC from_below ask  30449.75 |     12     12      0    0      0 |   -2795   -150    11     0 |  90.75 -46.75   71.0
 09:45:33       POC from_above bid  30450.25 |     19     18      1    0      0 |   -2652    135    22     2 |  90.25 -47.25   67.0
 09:45:33       POC from_above bid  30449.75 |      5      9      0    0      0 |   -2660    110    25     7 |  90.75 -46.75   66.0
 09:45:34       POC from_below ask  30449.50 |      8      7      1    0      0 |   -2666    101    30    13 |   91.0  -46.5  66.25
 09:45:34       POC from_below ask  30449.50 |     12      8      4    0      0 |   -2629    138    40    13 |   91.0  -46.5  66.25
 09:45:35       POC from_above bid  30450.25 |      0      0      0    0      0 |   -2632    135    43    14 |  90.25 -47.25   65.5
 09:45:35       POC from_below ask  30450.50 |      7      6      1    0      0 |   -2637    141    50    18 |   90.0  -47.5   66.5
 09:45:36       POC from_below ask  30449.50 |     13     13      0    0      0 |   -2635    142    58    24 |   91.0  -46.5  64.25
 09:45:38       POC from_below ask  30449.50 |      5      5      0    0      0 |   -2653    127    59    24 |   91.0  -46.5   59.0
